maturity,moneyness,price,strike,type,forward
0.3561643835616438,2.414817319069812,0.011,5000.0,C,2070.55
0.3561643835616438,2.8977807828837747,0.0475,6000.0,C,2070.55
0.3561643835616438,3.380744246697737,0.0002,7000.0,C,2070.55
0.6054794520547945,0.4748946921020264,0.021,1000.0,P,2105.73
0.6054794520547945,0.5698736305224317,0.047,1200.0,P,2105.73
0.6054794520547945,0.6173630997326343,0.0535,1300.0,P,2105.73
0.6054794520547945,0.664852568942837,0.071,1400.0,P,2105.73
0.6054794520547945,0.7123420381530395,0.082,1500.0,P,2105.73
0.6054794520547945,0.7598315073632422,0.0878,1600.0,P,2105.73
0.6054794520547945,0.8073209765734448,0.1118,1700.0,P,2105.73
0.6054794520547945,0.8548104457836475,0.0598,1800.0,P,2105.73
0.6054794520547945,0.9022999149938501,0.131,1900.0,P,2105.73
0.6054794520547945,0.9497893842040528,0.174,2000.0,P,2105.73
0.6054794520547945,0.9972788534142554,0.201,2100.0,P,2105.73
0.6054794520547945,1.044768322624458,0.169,2200.0,C,2105.73
0.6054794520547945,1.0922577918346608,0.0565,2300.0,C,2105.73
0.6054794520547945,1.1397472610448633,0.0495,2400.0,C,2105.73
0.6054794520547945,1.2347261994652685,0.052,2600.0,C,2105.73
0.6054794520547945,1.329705137885674,0.6065,2800.0,C,2105.73
0.6054794520547945,1.424684076306079,0.08625,3000.0,C,2105.73
0.6054794520547945,1.8995787684081056,0.0022,4000.0,C,2105.73
0.6054794520547945,2.374473460510132,0.0295,5000.0,C,2105.73
0.6054794520547945,2.849368152612158,0.020749999999999998,6000.0,C,2105.73
0.6054794520547945,3.3242628447141844,0.015,7000.0,C,2105.73
0.18356164383561643,0.6845898817615476,0.018,1400.0,P,2045.02
0.18356164383561643,0.7823884362989115,0.0435,1600.0,P,2045.02
0.18356164383561643,0.8312877135675935,0.043,1700.0,P,2045.02
0.18356164383561643,0.9290862681049574,0.1015,1900.0,P,2045.02
0.18356164383561643,1.1246833771796854,0.072,2300.0,C,2045.02
0.18356164383561643,1.1735826544483672,0.04325,2400.0,C,2045.02
0.18356164383561643,1.466978318060459,0.013,3000.0,C,2045.02
0.030136986301369864,0.7412092581977744,0.0021,1500.0,P,2023.72
0.030136986301369864,0.7906232087442927,0.003,1600.0,P,2023.72
0.030136986301369864,0.840037159290811,0.005,1700.0,P,2023.72
0.030136986301369864,0.8894511098373292,0.0095,1800.0,P,2023.72
0.030136986301369864,0.9388650603838475,0.0185,1900.0,P,2023.72
0.030136986301369864,0.9882790109303659,0.0365,2000.0,P,2023.72
0.030136986301369864,1.0376929614768842,0.0395,2100.0,C,2023.72
0.030136986301369864,1.0871069120234025,0.023,2200.0,C,2023.72
0.030136986301369864,1.1365208625699208,0.0145,2300.0,C,2023.72
0.030136986301369864,1.1859348131164391,0.01,2400.0,C,2023.72
0.030136986301369864,1.2353487636629572,0.007,2500.0,C,2023.72
0.030136986301369864,1.2847627142094755,0.0046,2600.0,C,2023.72
0.030136986301369864,1.3341766647559938,0.0034,2700.0,C,2023.72
0.030136986301369864,1.3835906153025122,0.0025,2800.0,C,2023.72
0.049315068493150684,0.7403404085198374,0.0025,1500.0,P,2026.095
0.049315068493150684,0.7896964357544932,0.0046,1600.0,P,2026.095
0.049315068493150684,0.839052462989149,0.009,1700.0,P,2026.095
0.049315068493150684,0.8884084902238049,0.0175,1800.0,P,2026.095
0.049315068493150684,0.9377645174584607,0.033,1900.0,P,2026.095
0.049315068493150684,0.9871205446931165,0.0405,2000.0,P,2026.095
0.049315068493150684,1.0364765719277724,0.0265,2100.0,C,2026.095
0.049315068493150684,1.0858325991624282,0.015,2200.0,C,2026.095
0.049315068493150684,1.135188626397084,0.009,2300.0,C,2026.095
0.049315068493150684,1.1845446536317399,0.0055,2400.0,C,2026.095
0.049315068493150684,1.2339006808663957,0.0034,2500.0,C,2026.095
0.049315068493150684,1.2832567081010515,0.0028,2600.0,C,2026.095
0.049315068493150684,1.3326127353357073,0.001,2700.0,C,2026.095
0.049315068493150684,1.3819687625703632,0.0013,2800.0,C,2026.095
0.0027397260273972603,0.8917758204399476,0.0001,1800.0,P,2018.4445
0.0027397260273972603,0.916547371007724,0.0018,1850.0,P,2018.4445
0.0027397260273972603,0.9289331462916122,0.0015,1875.0,P,2018.4445
0.0027397260273972603,0.9537046968593885,0.0055,1925.0,P,2018.4445
0.0027397260273972603,0.9660904721432766,0.008,1950.0,P,2018.4445
0.0027397260273972603,1.003247797994941,0.0034,2025.0,C,2018.4445
0.0027397260273972603,1.0156335732788293,0.0019,2050.0,C,2018.4445
